1951-04-01,2.59316421
1951-07-01,2.20217133
1951-10-01,0.45827562
1952-01-01,0.9687438
1952-04-01,-0.24130757
1952-07-01,0.89647478
1952-10-01,2.05393219
1953-01-01,1.73353648
1953-04-01,0.93871289
1953-07-01,-0.46477833
1953-10-01,-0.80983406
1954-01-01,-1.39763689
1954-04-01,-0.39886093
1954-07-01,1.1918416
1954-10-01,1.45620048
1955-01-01,2.11808228
1955-04-01,1.08957863
1955-07-01,1.32390273
1955-10-01,0.87296367
1956-01-01,-0.19773273
1956-04-01,0.45420215
1956-07-01,0.07221876
1956-10-01,1.1030364
1957-01-01,0.82097489
1957-04-01,-0.05795795
1957-07-01,0.58447772
1957-10-01,-1.56192672
1958-01-01,-2.05041027
1958-04-01,0.53637183
1958-07-01,2.33676839
1958-10-01,2.34014559
1959-01-01,1.2339263
1959-04-01,1.8869648
1959-07-01,-0.45920792
1959-10-01,0.84940469
1960-01-01,1.70139849
1960-04-01,-0.28756312
1960-07-01,0.09594627
1960-10-01,-0.86080289
1961-01-01,1.03447127
1961-04-01,1.23685944
1961-07-01,1.42004502
1961-10-01,2.22410631
1962-01-01,1.30210173
1962-04-01,1.03517699
1962-07-01,0.9253425
1962-10-01,-0.16559951
1963-01-01,1.3444382
1963-04-01,1.37500131
1963-07-01,1.73222184
1963-10-01,0.71605635
1964-01-01,2.21032143
1964-04-01,0.85333031
1964-07-01,1.00238776
1964-10-01,0.42725441
1965-01-01,2.14368343
1965-04-01,1.43789184
1965-07-01,1.57959926
1965-10-01,2.27469826
1966-01-01,1.95962656
1966-04-01,0.25992399
1966-07-01,1.01946914
1966-10-01,0.49016398
1967-01-01,0.5636338
1967-04-01,0.5959546
1967-07-01,1.43082857
1967-10-01,0.56230122
1968-01-01,1.15388393
1968-04-01,1.68722844
1968-07-01,0.77438205
1968-10-01,-0.09647045
1969-01-01,1.39600146
1969-04-01,0.13646798
1969-07-01,0.55223715
1969-10-01,-0.39944872
1970-01-01,-0.61671102
1970-04-01,-0.08722561
1970-07-01,1.2101835
1970-10-01,-0.90729755
1971-01-01,2.64916158
1971-04-01,-0.0080694
1971-07-01,0.51111895
1971-10-01,-0.00401437
1972-01-01,2.16821432
1972-04-01,1.92586732
1972-07-01,1.03504717
1972-10-01,1.85897219
1973-01-01,2.32004929
1973-04-01,0.25570789
1973-07-01,-0.09855274
1973-10-01,0.89073682
1974-01-01,-0.55896485
1974-04-01,0.28350255
1974-07-01,-1.31155407
1974-10-01,-0.88278776
1975-01-01,-1.97454941
1975-04-01,1.01275265
1975-07-01,1.68264723
1975-10-01,1.38271284
1976-01-01,1.86073637
1976-04-01,0.4447377
1976-07-01,0.41449001
1976-10-01,0.99202275
1977-01-01,1.36283576
1977-04-01,1.59970522
1977-07-01,1.98845816
1977-10-01,-0.25684232
1978-01-01,0.87786949
1978-04-01,3.1095655
1978-07-01,0.85324478
1978-10-01,1.23337317
1979-01-01,0.00314302
1979-04-01,-0.09433369
1979-07-01,0.89883322
1979-10-01,-0.19036628
1980-01-01,0.99772376
1980-04-01,-2.39120054
1980-07-01,0.06649673
1980-10-01,1.26136017
1981-01-01,1.91637838
1981-04-01,-0.3348029
1981-07-01,0.44207108
1981-10-01,-1.40664911
1982-01-01,-1.52129889
1982-04-01,0.29919869
1982-07-01,-0.80197448
1982-10-01,0.15204792
1983-01-01,0.98585027
1983-04-01,2.13034606
1983-07-01,1.34397924
1983-10-01,1.61550522
1984-01-01,2.70930099
1984-04-01,1.24461412
1984-07-01,0.50835466
1984-10-01,0.14802167
